PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Bsmt_Finished_SF,Total_Porch_SF,Total_House_SF,Outdoor_SF,House_Age,Since_Remodel,Garage_Age,Area_per_Room,Area_per_Bedroom,Bathrooms_per_Bedroom,Outdoor_to_TotalArea,Basement_to_Living_Ratio,Quality_x_Area,Quality_x_TotalSF,Condition_x_Age,Rooms_x_Bathrooms,Bedrooms_x_Bathrooms,Bsmt_Quality_x_FinishedSF,log_Lot_Area,log_Gr_Liv_Area,log_Total_House_SF,log_Total_Bsmt_Finished_SF,log_Total_Porch_SF,log_Outdoor_SF,log_SalePrice
535453070,20,RL,75.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959-01-01,1994-01-01,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,3,906.0,0.0,1246.0,GasA,5,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,4,6,8,0,0,Attchd,1959-01-01,RFn,1,305.0,3,3,Y,218,0,0,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,154000,2.5,1246.0,0,2492.0,218,51,16,51,207.66666666666666,415.3333333333333,0.8333333333333334,0.08744484556758925,0.9991980753809142,6230,12460.0,357,15.0,7.5,3738.0,8.922791623969637,7.1284959456800365,7.821242083523558,7.1284959456800365,0.0,5.389071729816501,11.944714374881176
535454070,50,RL,71.0,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952-01-01,1952-01-01,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,2,CBlock,3,3,1,3,507.0,1,0.0,403.0,910.0,GasA,2,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,3,6,8,0,0,Detchd,2000-01-01,Unf,2,720.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,166000,2.0,507.0,0,1892.0,0,58,58,10,230.83333333333334,346.25,0.5,0.0,0.3658008658008658,6925,9460.0,232,12.0,8.0,1521.0,9.050288983827956,7.234177179749849,7.545918151209323,6.230481447578482,0.0,0.0,12.019749091416921
535456110,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951-01-01,2000-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,234.0,3,486.0,180.0,900.0,GasA,3,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,4,5,8,0,0,Detchd,2005-01-01,Unf,2,576.0,3,3,Y,222,32,0,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,134800,1.5,720.0,32,1620.0,254,59,10,5,180.0,300.0,0.5,0.1566933991363356,0.7991120976692564,4500,8100.0,413,7.5,4.5,2160.0,8.881975184248867,6.803505257608338,7.390798521735676,6.580639137284949,3.4965075614664802,5.541263545158426,11.811554895830454
535457010,20,RL,87.0,10000,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962-01-01,1962-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1116.0,1116.0,GasA,3,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,3,5,8,0,0,Attchd,1962-01-01,Unf,2,440.0,3,3,Y,0,0,0,0,385,0,0,0,None,0,2,2010-01-01,WD,Normal,160000,1.5,0.0,385,1116.0,0,48,48,48,223.2,372.0,0.5,0.0,0.0,6696,6696.0,288,7.5,4.5,0.0,9.210440366976517,7.018401799069201,7.018401799069201,0.0,5.955837369464831,0.0,11.982935344196433
535457090,20,RL,81.0,7635,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960-01-01,1960-01-01,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,588.0,2,350.0,237.0,1175.0,GasA,5,Y,SBrkr,1175,0,0,1175,0,0,1,1,3,1,3,6,8,0,0,Detchd,1960-01-01,RFn,2,484.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,148000,1.5,938.0,0,2113.0,0,50,50,50,195.83333333333334,391.6666666666667,0.5,0.0,0.7976190476190477,5875,10565.0,300,9.0,4.5,2814.0,8.940629184845639,7.069874128458572,7.656337166430183,6.844815479208263,0.0,0.0,11.904974309480181
535476350,20,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963-01-01,1984-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,3,3,CBlock,3,3,4,4,717.0,2,263.0,415.0,1395.0,GasA,3,Y,SBrkr,1395,0,0,1395,1,0,1,0,2,1,3,7,7,1,3,Attchd,1963-01-01,RFn,2,440.0,3,3,Y,657,0,113,0,240,0,0,0,None,0,5,2010-01-01,WD,Normal,192000,2.0,980.0,353,2375.0,657,47,26,47,199.28571428571428,697.5,1.0,0.2765151515151515,0.7020057306590258,8370,14250.0,329,14.0,4.0,2940.0,9.186150133174966,7.241366283322318,7.773173680482536,6.8885724595653635,5.869296913133774,6.489204931325317,12.165255859329688
535477020,60,RL,70.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966-01-01,1966-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,756.0,756.0,GasA,3,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,3,7,8,1,3,Attchd,1966-01-01,Unf,2,442.0,3,3,Y,0,124,216,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,155000,1.5,0.0,340,1839.0,124,44,44,44,262.7142857142857,459.75,0.375,0.06739130434782609,0.0,11034,11034.0,220,10.5,6.0,0.0,8.94910546953925,7.517520850603031,7.517520850603031,0.0,5.831882477283517,4.8283137373023015,11.951186847493476
902102100,50,RM,60.0,4800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900-01-01,1954-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771.0,3,3,PConc,3,3,1,5,48.0,1,0.0,661.0,709.0,GasA,3,Y,SBrkr,1157,687,0,1844,1,0,1,0,3,1,3,9,6,2,4,Basment,1900-01-01,Unf,1,240.0,3,3,Y,84,0,0,0,0,0,0,0,None,0,1,2010-01-01,COD,Abnorml,80400,2.0,48.0,0,1892.0,84,110,56,110,204.88888888888889,614.6666666666666,0.6666666666666666,0.044374009508716325,0.026016260162601626,7376,7568.0,550,18.0,6.0,144.0,8.476579508530941,7.520234556474628,7.545918151209323,3.8918202981106265,0.0,4.442651256490317,11.294781892900653
902104060,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910-01-01,2004-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,0,Attchd,1910-01-01,Unf,0,0.0,0,0,N,0,160,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,96500,1.0,0.0,160,1140.0,160,100,6,100,162.85714285714286,380.0,0.3333333333333333,0.14022787028921999,0.0,4560,4560.0,700,7.0,3.0,0.0,9.082620630373812,7.039660349862076,7.039660349862076,0.0,5.081404364984463,5.081404364984463,11.477308649967686
902106130,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,4,579.0,1,0.0,357.0,936.0,GasA,3,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,5,8,1,4,Attchd,1920-01-01,Unf,0,0.0,0,0,P,51,0,135,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,109500,2.0,579.0,135,1515.0,51,90,60,90,187.2,468.0,1.0,0.033641160949868076,0.6179295624332978,4680,7575.0,630,10.0,4.0,1737.0,8.408716715080153,6.842683282238422,7.323830566202317,6.363028103540465,4.912654885736052,3.9512437185814275,11.603688960617083
902106140,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927-01-01,1950-01-01,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1008.0,1008.0,GasA,4,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,3,5,8,1,4,Detchd,1927-01-01,Unf,2,360.0,3,3,Y,0,0,130,0,0,0,0,0,None,0,3,2010-01-01,WD,Normal,115000,1.0,0.0,130,1028.0,0,83,60,83,205.6,514.0,0.5,0.0,0.0,5140,5140.0,498,5.0,2.0,0.0,9.10063710688422,6.9363427358340495,6.9363427358340495,0.0,4.875197323201151,0.0,11.652696102959753
902110090,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957-01-01,1957-01-01,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,274.0,3,1073.0,0.0,1347.0,GasA,4,Y,SBrkr,1347,0,0,1347,1,1,1,0,3,1,4,6,8,0,0,Detchd,1957-01-01,Unf,2,551.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,143000,2.5,1347.0,0,2694.0,0,53,53,53,224.5,449.0,0.8333333333333334,0.0,0.9992581602373887,6735,13470.0,371,15.0,7.5,4041.0,8.666647144584575,7.206377291472252,7.899153483343097,7.206377291472252,0.0,0.0,11.870606902224587
902125080,50,RM,60.0,5790,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915-01-01,1950-01-01,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,1,0.0,1,0.0,840.0,840.0,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,0,Detchd,1915-01-01,Unf,1,379.0,3,3,Y,0,0,202,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,107400,2.0,0.0,202,1605.0,0,95,60,95,200.625,535.0,0.6666666666666666,0.0,0.0,4815,4815.0,570,16.0,6.0,0.0,8.66406026722579,7.381501894506707,7.381501894506707,0.0,5.313205979041787,0.0,11.58432477200052
902125160,30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0,Attchd,1945-01-01,Unf,1,220.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,80000,1.0,0.0,0,747.0,0,65,60,65,186.75,373.5,0.5,0.0,0.0,2988,2988.0,390,4.0,2.0,0.0,8.435766192720509,6.617402977974478,6.617402977974478,0.0,0.0,0.0,11.289794413577894
902128170,30,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940-01-01,1992-01-01,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,4,CBlock,3,3,1,4,510.0,1,0.0,278.0,788.0,GasA,3,Y,SBrkr,804,0,0,804,1,0,1,0,2,1,4,4,8,2,4,Attchd,1940-01-01,Unf,1,240.0,3,3,Y,0,0,154,0,0,0,0,0,None,0,2,2010-01-01,WD,Abnorml,119000,2.0,510.0,154,1314.0,0,70,18,70,201.0,402.0,1.0,0.0,0.6335403726708074,4020,6570.0,490,8.0,4.0,1530.0,8.881975184248867,6.690842277418564,7.181591944611865,6.236369590203704,5.043425116919247,0.0,11.686887175419702
902206040,50,RM,50.0,5500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929-01-01,2001-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,234.0,5,692.0,0.0,926.0,GasA,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,8,0,0,Detchd,1974-01-01,Unf,2,484.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,4,2010-01-01,WD,Normal,130000,2.0,926.0,0,2242.0,0,81,9,36,219.33333333333334,438.6666666666667,0.6666666666666666,0.0,0.7031131359149583,6580,11210.0,567,12.0,6.0,2778.0,8.612685172875459,7.183111701743281,7.715569534520208,6.831953565565855,0.0,0.0,11.775297421715827
902206130,45,RM,50.0,6900,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938-01-01,2000-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,827.0,827.0,GasA,4,Y,SBrkr,827,424,0,1251,0,0,1,0,3,1,2,6,8,0,0,Detchd,1938-01-01,Unf,1,240.0,2,3,N,0,0,0,0,0,0,0,0,None,0,1,2010-01-01,WD,Normal,119000,1.0,0.0,0,1251.0,0,72,10,72,208.5,417.0,0.3333333333333333,0.0,0.0,7506,7506.0,504,6.0,3.0,0.0,8.839421607620602,7.132497551660044,7.132497551660044,0.0,0.0,0.0,11.686887175419702
902206220,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948-01-01,2009-01-01,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,4,780.0,1,0.0,247.0,1027.0,GasA,5,Y,SBrkr,1027,606,0,1633,0,0,1,0,3,1,4,7,8,1,4,Detchd,1948-01-01,Unf,1,240.0,3,3,Y,0,100,126,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,129000,1.0,780.0,226,2413.0,100,62,1,62,233.28571428571428,544.3333333333334,0.3333333333333333,0.041425020712510356,0.4773561811505508,8165,12065.0,434,7.0,3.0,2340.0,9.380251908693456,7.3987862754199485,7.789040401657477,6.660575149839686,5.424950017481403,4.61512051684126,11.767575435251748
902206240,50,RM,60.0,8239,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920-01-01,1962-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,176.0,1,0.0,832.0,1008.0,GasA,3,Y,SBrkr,1060,185,0,1245,0,0,1,0,3,1,3,6,8,0,0,Detchd,1962-01-01,Unf,1,315.0,3,3,Y,0,0,334,0,0,0,0,0,None,0,3,2010-01-01,WD,Normal,100000,1.0,176.0,334,1421.0,0,90,48,48,207.5,415.0,0.3333333333333333,0.0,0.14125200642054575,6225,7105.0,540,6.0,3.0,528.0,9.016755622903517,7.1276936993473985,7.259819610363186,5.176149732573829,5.814130531825066,0.0,11.51293546492023
902207130,30,RM,68.0,9656,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923-01-01,1970-01-01,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2,2,1,1,0.0,1,0.0,678.0,678.0,GasA,3,N,SBrkr,832,0,0,832,0,0,1,0,2,1,3,5,8,1,4,Detchd,1928-01-01,Unf,2,780.0,2,2,N,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Abnorml,12789,1.0,0.0,0,832.0,0,87,40,82,166.4,416.0,0.5,0.0,0.0,1664,1664.0,174,5.0,2.0,0.0,9.175438319966918,6.725033642166843,6.725033642166843,0.0,0.0,0.0,9.456418894572888
902207140,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,4,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,3,5,8,0,0,Detchd,2005-01-01,Unf,2,484.0,3,3,Y,106,0,0,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,105900,1.0,0.0,0,720.0,106,82,7,5,144.0,360.0,0.5,0.14701803051317613,0.0,4320,4320.0,656,5.0,2.0,0.0,9.050288983827956,6.580639137284949,6.580639137284949,0.0,0.0,4.672828834461906,11.570259974415547
902305110,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900-01-01,2003-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,930.0,930.0,GasW,3,N,SBrkr,930,636,0,1566,0,0,2,0,3,1,4,7,8,0,0,Detchd,1930-01-01,Unf,1,288.0,3,3,Y,54,228,246,0,0,0,0,0,None,0,4,2010-01-01,WD,Abnorml,150000,2.0,0.0,474,1566.0,282,110,7,80,223.71428571428572,522.0,0.6666666666666666,0.1799617102744097,0.0,12528,12528.0,990,14.0,6.0,0.0,9.169622538697624,7.356918242356021,7.356918242356021,0.0,6.163314804034641,5.645446897643238,11.918397239722838
902327040,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,3,1,2,686.0,1,0.0,0.0,686.0,GasA,3,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,0,Detchd,1961-01-01,Unf,1,416.0,3,3,Y,0,0,196,0,0,0,0,0,Shed,1200,6,2010-01-01,WD,Normal,139000,3.0,686.0,196,2338.0,0,95,60,49,236.0,413.0,0.75,0.0,0.4150030248033878,8260,11690.0,570,21.0,12.0,1372.0,9.287394001418473,7.410347097821024,7.757478766584179,6.532334292222349,5.2832037287379885,0.0,11.842236406331555
902329030,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890-01-01,2002-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,Stone,2,2,1,1,0.0,1,0.0,346.0,346.0,GasA,5,Y,SBrkr,1157,1111,0,2268,0,0,3,0,3,1,4,7,8,0,0,Detchd,2003-01-01,Unf,2,624.0,3,3,N,0,108,0,0,0,0,0,0,None,0,4,2010-01-01,WD,Normal,240000,3.0,0.0,108,2268.0,108,120,8,7,324.0,756.0,1.0,0.04759806081974438,0.0,18144,18144.0,1080,21.0,9.0,0.0,9.105090961257085,7.727094484779842,7.727094484779842,0.0,4.6913478822291435,4.6913478822291435,12.388398368982115
902401060,190,RM,100.0,9045,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,2,1,0.0,1,0.0,840.0,840.0,Grav,2,N,FuseF,1128,1128,0,2256,0,0,2,0,4,2,2,12,8,0,0,Attchd,1910-01-01,Unf,0,0.0,0,0,N,0,18,18,0,0,0,0,0,None,0,6,2010-01-01,WD,Abnorml,76500,2.0,0.0,36,2256.0,18,100,60,100,188.0,564.0,0.5,0.007975188303057155,0.0,11280,11280.0,300,24.0,8.0,0.0,9.11007795003779,7.721791776817535,7.721791776817535,0.0,3.6109179126442243,2.9444389791664403,11.245059091624615
902402010,20,RM,90.0,7407,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957-01-01,1996-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,600.0,1,0.0,312.0,912.0,GasA,3,Y,FuseA,1236,0,0,1236,1,0,1,0,2,1,3,6,8,0,0,Attchd,1957-01-01,Unf,2,923.0,3,3,Y,0,158,158,0,0,0,0,0,None,0,4,2010-01-01,WD,Normal,149700,2.0,600.0,316,1836.0,158,53,14,53,206.0,618.0,1.0,0.08600979858464888,0.4850444624090542,7416,11016.0,371,12.0,4.0,1800.0,8.910315776326016,7.1204443723924875,7.515889085215125,6.398594934535208,5.75890177387728,5.0689042022202315,11.916395250412128
902402130,70,RM,60.0,7740,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,SBrkr,741,622,0,1363,0,0,1,0,3,1,3,6,8,0,0,Detchd,1966-01-01,Unf,2,528.0,3,3,Y,0,0,0,0,168,0,0,0,None,0,6,2010-01-01,WD,Normal,125500,1.0,0.0,168,1363.0,0,100,60,44,227.16666666666666,454.3333333333333,0.3333333333333333,0.0,0.0,5452,5452.0,700,6.0,3.0,0.0,8.954286157204713,7.218176838403408,7.218176838403408,0.0,5.1298987149230735,0.0,11.74006900564972
902402250,190,RM,60.0,11340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885-01-01,1950-01-01,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,777.0,777.0,GasA,4,Y,SBrkr,1246,1044,0,2290,0,0,2,0,4,2,3,11,8,0,0,Detchd,1971-01-01,Unf,2,560.0,3,3,N,0,0,114,0,0,0,0,0,None,0,4,2010-01-01,WD,Normal,122500,2.0,0.0,114,2290.0,0,125,60,39,208.1818181818182,572.5,0.5,0.0,0.0,9160,9160.0,750,22.0,8.0,0.0,9.33617975681533,7.736743682453495,7.736743682453495,0.0,4.74493212836325,0.0,11.715874472198905
902403070,70,RM,60.0,10560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922-01-01,1994-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,3,283.0,1,0.0,455.0,738.0,GasA,5,Y,SBrkr,868,602,0,1470,0,0,1,1,2,1,3,6,7,0,0,Detchd,1970-01-01,Unf,2,624.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2010-01-01,WD,Normal,140750,1.5,283.0,0,1753.0,0,88,16,40,245.0,735.0,0.75,0.0,0.19238613188307274,8820,10518.0,616,9.0,3.0,566.0,9.264923249746474,7.293697720601438,7.469654172932128,5.648974238161206,0.0,0.0,11.854747650772435
903204040,50,RM,53.0,5830,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950-01-01,1997-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,788.0,1,0.0,200.0,988.0,GasA,5,Y,SBrkr,1030,582,0,1612,0,0,1,1,3,1,3,7,8,0,0,Detchd,1950-01-01,Unf,1,363.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,3,2010-01-01,WD,Normal,128500,1.5,788.0,0,2400.0,0,60,13,60,230.28571428571428,537.3333333333334,0.5,0.0,0.4885306881587105,8060,12000.0,360,10.5,4.5,2364.0,8.670943791222156,7.385851078125209,7.783640596221253,6.670766320845874,0.0,0.0,11.763691965388299
903206120,75,RL,51.0,7793,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922-01-01,2005-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,4,474.0,1,0.0,634.0,1108.0,GasA,3,N,FuseA,1160,908,0,2068,0,0,1,1,3,1,4,8,8,1,4,Detchd,1928-01-01,Unf,1,315.0,3,3,Y,0,0,60,0,0,0,0,0,None,0,5,2010-01-01,WD,Normal,209500,1.5,474.0,60,2542.0,0,88,5,82,258.5,689.3333333333334,0.5,0.0,0.2290961817303045,14476,17794.0,616,12.0,4.5,1896.0,8.961109485898655,7.634820677745543,7.841099765422119,6.163314804034641,4.110873864173311,0.0,12.252483791602627
903225150,30,RM,50.0,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,188.0,1,0.0,577.0,765.0,GasA,3,N,FuseF,765,0,0,765,1,0,1,0,2,1,4,4,8,0,0,Detchd,1926-01-01,Unf,1,200.0,2,3,P,135,0,41,0,0,0,0,0,None,0,4,2010-01-01,WD,Normal,87000,2.0,188.0,41,953.0,135,85,60,84,191.25,382.5,1.0,0.14150943396226415,0.2454308093994778,3060,3812.0,595,8.0,4.0,564.0,8.517393171418904,6.641182169740591,6.860663671448287,5.241747015059643,3.7376696182833684,4.912654885736052,11.373674891823535
903226160,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,4,452.0,2,12.0,144.0,608.0,GasA,3,Y,SBrkr,608,524,0,1132,1,0,1,0,2,1,3,5,8,0,0,Detchd,1939-01-01,Unf,1,240.0,3,3,Y,0,0,128,0,0,0,0,0,None,0,4,2010-01-01,WD,Abnorml,134000,2.0,464.0,128,1596.0,0,71,60,71,226.4,566.0,1.0,0.0,0.4095322153574581,6792,9576.0,497,10.0,4.0,1392.0,8.699681400989514,7.0326242610280065,7.3758821482150125,6.142037405587356,4.859812404361672,0.0,11.80560254159177
