PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,log_SalePrice
903227150,50,RM,53.0,6360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,3,3,CBlock,3,3,1,3,360.0,2,159.0,316.0,835.0,GasA,3,Y,FuseA,955,498,0,1453,0,0,1,1,3,1,4,7,6,2,2,Detchd,1942-01-01,Unf,1,240.0,3,3,Y,0,0,35,0,148,0,0,0,,0,3,2010-01-01,WD,Normal,132000,11.790564777297387
903228150,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3,3,1,3,300.0,1,0.0,480.0,780.0,GasA,3,Y,SBrkr,780,636,0,1416,0,0,1,1,3,1,3,6,8,0,0,Detchd,1948-01-01,Unf,1,312.0,3,3,P,221,0,48,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,139900,11.848690308590857
903232190,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936-01-01,1980-01-01,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,3,2,1,3,276.0,1,0.0,252.0,528.0,GasA,4,Y,SBrkr,548,492,0,1040,0,0,1,0,2,1,3,5,8,0,0,Detchd,1979-01-01,Fin,2,624.0,3,3,P,306,0,32,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,123900,11.727238138609684
903233120,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3,3,1,2,448.0,1,0.0,480.0,928.0,GasA,3,Y,FuseF,928,608,0,1536,0,0,2,0,4,1,3,7,8,1,4,Detchd,1930-01-01,Unf,2,480.0,3,3,Y,0,10,0,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,138400,11.837910547573129
903234050,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,2,2,1,5,960.0,1,0.0,164.0,1124.0,GasA,3,Y,SBrkr,1068,0,0,1068,1,0,1,0,2,1,3,5,8,1,4,Detchd,1923-01-01,Unf,1,288.0,3,3,Y,0,0,128,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,109500,11.603688960617083
903425110,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921-01-01,1950-01-01,Gable,CompShg,Stucco,Stucco,,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,0,Detchd,1990-01-01,Unf,2,480.0,3,3,Y,12,11,64,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,140000,11.849404844423074
903426180,50,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,888.0,888.0,GasA,5,Y,SBrkr,888,1074,0,1962,0,0,1,1,4,1,3,9,8,1,3,Detchd,1915-01-01,Unf,2,572.0,3,3,Y,160,0,364,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,149500,11.915058360753719
903426200,70,RM,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912-01-01,2009-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,4,PConc,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,SBrkr,780,780,0,1560,0,0,1,1,3,1,4,7,8,0,0,Attchd,1912-01-01,Unf,0,0.0,0,0,N,344,0,0,0,168,0,0,0,,0,5,2010-01-01,WD,Normal,159900,11.982310152711182
903430080,70,RM,52.0,3068,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1920-01-01,1993-01-01,Gable,CompShg,VinylSd,VinylSd,,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,662.0,662.0,GasA,5,Y,SBrkr,662,662,0,1324,0,1,1,0,3,1,3,6,8,0,0,Detchd,1920-01-01,Unf,1,180.0,3,3,Y,0,0,112,0,0,0,0,0,,0,2,2010-01-01,WD,Normal,122000,11.711784520403112
903450110,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963-01-01,1963-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,CBlock,4,3,4,2,104.0,6,712.0,0.0,816.0,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,8,0,0,CarPort,1963-01-01,Unf,2,516.0,3,3,Y,106,0,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,110000,11.608244735642321
903454060,190,RM,70.0,5600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930-01-01,1950-01-01,Hip,CompShg,VinylSd,Wd Shng,,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,0,Attchd,1930-01-01,Unf,0,0.0,0,0,N,0,0,0,0,0,0,0,0,Othr,3500,7,2010-01-01,WD,Normal,55000,10.915106645867503
903476030,190,RM,76.0,7630,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900-01-01,1996-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,4,BrkTil,4,3,1,1,0.0,1,0.0,360.0,360.0,GasA,4,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,4,8,8,1,1,Detchd,1999-01-01,Unf,2,672.0,3,3,N,344,0,40,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,140000,11.849404844423074
904100140,70,RL,80.5,24090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,1032.0,1032.0,GasA,5,Y,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,3,10,8,2,3,Attchd,1940-01-01,Unf,1,349.0,3,3,Y,56,0,318,0,0,0,0,0,,0,6,2010-01-01,COD,Normal,244400,12.406565597924235
904101110,20,RL,100.0,15263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959-01-01,1959-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,3,3,CBlock,4,3,1,3,766.0,1,0.0,656.0,1422.0,GasA,4,Y,SBrkr,1675,0,0,1675,0,0,2,0,3,1,3,8,8,2,4,Attchd,1959-01-01,Unf,1,365.0,3,3,Y,0,132,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,173000,12.06105265381003
904300150,50,RL,72.0,10632,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,4,2,1,1,0.0,1,0.0,689.0,689.0,GasA,4,N,SBrkr,725,499,0,1224,0,0,1,1,3,1,1,6,5,0,0,Detchd,1917-01-01,Unf,1,180.0,2,2,N,0,0,248,0,0,0,0,0,,0,1,2010-01-01,COD,Normal,107500,11.58525542883217
904302260,190,RL,60.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,2,2,BrkTil,3,3,1,3,1026.0,1,0.0,186.0,1212.0,GasA,3,N,SBrkr,1212,180,0,1392,1,0,1,0,3,1,3,6,8,0,0,Attchd,1915-01-01,Unf,0,0.0,0,0,N,0,0,168,0,0,0,0,0,,0,2,2010-01-01,ConLD,Normal,100000,11.51293546492023
904350045,50,RL,65.0,6001,Pave,,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,2,3,1,2,368.0,1,0.0,232.0,600.0,GasA,5,N,SBrkr,600,319,0,919,0,0,1,0,3,1,3,5,8,0,0,Detchd,1940-01-01,Unf,1,231.0,3,3,Y,0,0,45,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,95000,11.461642696843066
904351040,70,C (all),60.0,6449,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907-01-01,1950-01-01,Gambrel,CompShg,Wd Sdng,Stucco,,0.0,3,3,CBlock,3,3,1,3,73.0,1,0.0,634.0,707.0,GasW,3,N,SBrkr,942,942,0,1884,0,0,1,1,4,1,3,7,8,0,0,Attchd,1907-01-01,Unf,0,0.0,0,0,N,0,0,239,0,0,0,0,0,,0,3,2010-01-01,WD,Abnorml,93369,11.444325373477971
904352190,190,RH,60.0,6048,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,4,BrkTil,3,3,2,2,736.0,1,0.0,120.0,856.0,GasA,4,Y,SBrkr,936,744,0,1680,1,0,2,0,2,2,3,7,8,1,4,Detchd,1910-01-01,Unf,2,450.0,3,2,P,56,144,0,0,0,0,0,0,,0,6,2010-01-01,COD,Normal,114900,11.651826167019166
905101100,50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875-01-01,1996-01-01,Gable,CompShg,VinylSd,VinylSd,,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,4,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,0,Attchd,1875-01-01,Unf,0,0.0,0,0,N,0,0,176,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,94000,11.451060699493427
905101300,90,RL,72.0,10773,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967-01-01,1967-01-01,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,2,2,CBlock,3,3,1,5,704.0,1,0.0,1128.0,1832.0,GasA,3,N,SBrkr,1832,0,0,1832,2,0,2,0,4,2,3,8,8,0,0,Attchd,1967-01-01,Unf,0,0.0,0,0,Y,0,58,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,136000,11.820417517632333
905101310,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968-01-01,1968-01-01,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,8,0,0,Attchd,1968-01-01,Unf,0,0.0,0,0,Y,0,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,136500,11.824087219587643
905102060,190,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965-01-01,1965-01-01,Hip,CompShg,Plywood,HdBoard,,0.0,3,3,PConc,3,3,2,4,841.0,1,0.0,198.0,1039.0,GasA,5,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,8,0,0,Attchd,1965-01-01,Unf,2,504.0,3,3,Y,0,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,131500,11.78676973513378
905103060,20,RL,72.0,11341,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957-01-01,1996-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4,3,1,5,1302.0,1,0.0,90.0,1392.0,GasA,3,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,3,5,5,1,4,Detchd,1957-01-01,Unf,2,528.0,3,3,Y,0,0,0,0,95,0,0,0,,0,5,2010-01-01,WD,Normal,121500,11.707677772181546
905104210,20,RL,70.0,8521,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967-01-01,1967-01-01,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3,3,1,5,842.0,1,0.0,70.0,912.0,GasA,3,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,3,5,8,1,2,Detchd,1974-01-01,Unf,1,336.0,3,3,Y,0,0,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,125000,11.736077016252437
905105070,20,RL,72.0,8246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968-01-01,2001-01-01,Gable,CompShg,Plywood,Plywood,,0.0,3,4,CBlock,3,3,2,3,188.0,5,668.0,204.0,1060.0,GasA,5,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,4,6,8,1,3,Attchd,1968-01-01,Unf,1,270.0,3,3,Y,406,90,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,154000,11.944714374881176
905105200,20,RL,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966-01-01,2008-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,3,3,CBlock,3,3,2,4,240.0,3,474.0,150.0,864.0,GasA,5,Y,SBrkr,892,0,0,892,1,0,1,0,3,1,4,5,8,0,0,Detchd,1966-01-01,Unf,1,416.0,3,3,Y,0,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,137900,11.834291315386718
905106140,60,RL,80.0,9364,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969-01-01,1969-01-01,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3,3,1,5,371.0,1,0.0,292.0,663.0,GasA,3,Y,SBrkr,663,689,0,1352,0,0,1,1,4,1,3,7,8,0,0,Attchd,1969-01-01,Fin,1,299.0,3,3,Y,379,36,0,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,158000,11.970356641102999
905106170,20,RL,65.0,7832,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968-01-01,1968-01-01,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3,3,1,6,775.0,1,0.0,89.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,3,4,8,0,0,Detchd,1969-01-01,Unf,1,280.0,3,3,Y,226,0,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,137250,11.829566645319733
905107110,90,RL,72.0,7424,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978-01-01,1978-01-01,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,4,3,3,6,1319.0,1,0.0,0.0,1319.0,GasA,3,Y,SBrkr,1373,0,0,1373,1,0,1,0,3,1,3,5,8,2,3,Attchd,1978-01-01,Fin,2,591.0,3,3,Y,0,0,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,160250,11.984496615013056
905107250,60,RL,86.0,11227,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968-01-01,1968-01-01,Gable,CompShg,HdBoard,HdBoard,,0.0,3,4,CBlock,3,4,1,3,267.0,5,453.0,0.0,720.0,GasA,5,Y,SBrkr,720,720,0,1440,0,0,1,1,4,1,3,7,8,2,3,Attchd,1968-01-01,Unf,2,480.0,3,3,Y,192,38,0,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,163000,12.001511614739405
905107320,60,RL,72.0,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978-01-01,1978-01-01,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,2,3,438.0,1,0.0,234.0,672.0,GasA,3,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,3,Attchd,1978-01-01,Fin,2,440.0,3,3,Y,335,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Abnorml,158900,11.97603664577121
905109130,60,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996-01-01,1997-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,3,PConc,5,3,4,6,1201.0,1,0.0,105.0,1306.0,GasA,5,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,4,7,8,0,0,Attchd,1996-01-01,RFn,2,533.0,3,3,Y,296,44,0,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,328000,12.700771936142122
905109170,20,RL,80.5,20062,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977-01-01,2001-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,4,4,CBlock,4,3,4,5,1092.0,1,0.0,328.0,1420.0,GasA,4,Y,SBrkr,1483,0,0,1483,1,0,1,1,1,1,3,4,8,2,3,Attchd,1977-01-01,RFn,2,690.0,3,3,Y,496,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,270000,12.506180941677357
905201030,30,RL,94.0,9259,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,3,N,SBrkr,756,0,0,756,0,0,1,0,2,1,3,4,8,0,0,Detchd,1945-01-01,Unf,2,440.0,3,3,N,80,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,85000,11.350418300109132
905202090,20,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950-01-01,1995-01-01,Gable,CompShg,VinylSd,HdBoard,,0.0,3,3,CBlock,4,3,1,4,442.0,1,0.0,625.0,1067.0,GasA,3,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,4,4,6,0,0,Attchd,1996-01-01,Unf,2,436.0,3,3,Y,290,0,0,0,0,0,0,0,,0,2,2010-01-01,WD,Normal,128000,11.759793355371237
905325030,40,RL,80.5,23595,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979-01-01,1979-01-01,Shed,WdShake,Plywood,Plywood,,0.0,4,3,PConc,4,3,4,6,1258.0,1,0.0,74.0,1332.0,GasA,3,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,4,4,8,1,3,Attchd,1979-01-01,Fin,2,586.0,3,3,Y,268,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Normal,260000,12.468440756144114
905352140,60,RL,80.5,17082,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978-01-01,1992-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4,3,3,5,964.0,1,0.0,153.0,1117.0,GasA,5,Y,SBrkr,1117,864,0,1981,1,0,2,1,4,1,4,8,8,1,3,Attchd,1978-01-01,Fin,2,522.0,3,3,Y,336,104,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,230000,12.345838935721968
905378040,50,RL,124.0,18600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938-01-01,1990-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3,3,2,4,288.0,2,684.0,0.0,972.0,GasA,3,Y,FuseA,1052,558,0,1610,0,1,2,0,4,1,2,8,8,1,4,Attchd,1938-01-01,RFn,1,480.0,3,3,Y,0,0,60,0,0,0,0,0,Shed,450,6,2010-01-01,WD,Normal,124000,11.728044909070785
905426060,30,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,3,3,1,5,108.0,1,0.0,350.0,458.0,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,8,0,0,Basment,1920-01-01,Unf,1,366.0,2,3,Y,0,0,77,0,0,0,0,0,Shed,400,5,2010-01-01,COD,Abnorml,83000,11.326607934898927
905426200,20,RL,65.0,11479,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950-01-01,1987-01-01,Gable,CompShg,Wd Sdng,Plywood,,0.0,3,3,CBlock,3,3,1,6,104.0,3,387.0,172.0,663.0,GasA,5,Y,SBrkr,1074,0,0,1074,1,0,1,0,3,1,4,6,8,1,3,Attchd,1987-01-01,Unf,1,467.0,3,3,Y,0,52,52,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,144500,11.881041706925902
905451320,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956-01-01,1956-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3,3,3,4,739.0,1,0.0,405.0,1144.0,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,0,Attchd,1956-01-01,Unf,1,596.0,3,3,Y,44,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,129000,11.767575435251748
905452110,50,RL,50.0,9350,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947-01-01,1979-01-01,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,3,2,1,2,192.0,1,0.0,564.0,756.0,GasA,5,Y,SBrkr,1169,0,362,1531,0,0,1,0,3,1,3,8,8,1,3,Detchd,1947-01-01,Unf,1,209.0,2,3,Y,0,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,127000,11.751950239425476
905452160,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954-01-01,1998-01-01,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,3,3,3,4,954.0,1,0.0,218.0,1172.0,GasA,3,Y,SBrkr,1172,0,0,1172,1,0,1,0,3,1,3,5,8,0,0,Attchd,1954-01-01,Fin,1,366.0,3,3,Y,240,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,128000,11.759793355371237
905453040,20,RL,83.0,10420,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009-01-01,2009-01-01,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4,3,2,6,36.0,1,0.0,1176.0,1212.0,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,8,0,0,Attchd,2009-01-01,RFn,2,460.0,3,3,Y,100,22,0,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,186000,12.133507329024972
905453080,20,RL,44.0,17485,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4,3,4,6,1346.0,1,0.0,162.0,1508.0,GasA,5,Y,SBrkr,1508,0,0,1508,1,0,1,0,1,1,4,5,8,2,3,Attchd,2009-01-01,RFn,2,572.0,3,3,Y,0,0,0,0,0,0,0,0,,0,1,2010-01-01,Con,Partial,308030,12.637955706241554
905475510,20,RL,65.0,11200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964-01-01,1964-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,2,CBlock,3,3,2,1,0.0,1,0.0,1250.0,1250.0,GasA,5,Y,SBrkr,1298,0,0,1298,0,0,2,0,3,1,3,5,8,0,0,Detchd,1964-01-01,Unf,2,504.0,3,2,N,0,144,0,0,0,0,0,0,,0,6,2010-01-01,COD,Normal,114000,11.643962499267984
905478190,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946-01-01,2006-01-01,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,4,6,8,0,0,Detchd,1946-01-01,Unf,1,308.0,3,3,Y,0,0,0,0,0,0,0,0,,0,4,2010-01-01,WD,Abnorml,84900,11.349241150793087
906201030,60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985-01-01,1985-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,1,1,0.0,1,0.0,741.0,741.0,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,Attchd,1985-01-01,Fin,2,476.0,3,3,Y,192,46,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,178000,12.08954444723597
